,match_id,t1_name,t2_name,t1_win,avg10_t1_All_Damage_Done,avg10_t2_All_Damage_Done,avg10_t1_Assists,avg10_t2_Assists,avg10_t1_Average_Time_Alive,avg10_t2_Average_Time_Alive,avg10_t1_Barrier_Damage_Done,avg10_t2_Barrier_Damage_Done,avg10_t1_Damage_Blocked,avg10_t2_Damage_Blocked,avg10_t1_Damage_Done,avg10_t2_Damage_Done,avg10_t1_Damage_Taken,avg10_t2_Damage_Taken,avg10_t1_Deaths,avg10_t2_Deaths,avg10_t1_Eliminations,avg10_t2_Eliminations,avg10_t1_Final_Blows,avg10_t2_Final_Blows,avg10_t1_Hero_Damage_Done,avg10_t2_Hero_Damage_Done,avg10_t1_Multikills,avg10_t2_Multikills,avg10_t1_Objective_Kills,avg10_t2_Objective_Kills,avg10_t1_Objective_Time,avg10_t2_Objective_Time,avg10_t1_Offensive_Assists,avg10_t2_Offensive_Assists,avg10_t1_Time_Alive,avg10_t2_Time_Alive,avg10_t1_Time_Building_Ultimate,avg10_t2_Time_Building_Ultimate,avg10_t1_Time_Elapsed_per_Ultimate_Earned,avg10_t2_Time_Elapsed_per_Ultimate_Earned,avg10_t1_Time_Holding_Ultimate,avg10_t2_Time_Holding_Ultimate,avg10_t1_Time_Played,avg10_t2_Time_Played,avg10_t1_Ultimates_Earned_-_Fractional,avg10_t2_Ultimates_Earned_-_Fractional,avg10_t1_Ultimates_Used,avg10_t2_Ultimates_Used,avg10_t1_Damage_-_Quick_Melee,avg10_t2_Damage_-_Quick_Melee,avg10_t1_Defensive_Assists,avg10_t2_Defensive_Assists,avg10_t1_Environmental_Kills,avg10_t2_Environmental_Kills,avg10_t1_Healing_Done,avg10_t2_Healing_Done,avg10_t1_Knockback_Kills,avg10_t2_Knockback_Kills,avg10_t1_Melee_Final_Blows,avg10_t2_Melee_Final_Blows,avg10_t1_Melee_Percentage_of_Final_Blows,avg10_t2_Melee_Percentage_of_Final_Blows,avg10_t1_Shots_Fired,avg10_t2_Shots_Fired,avg10_t1_Weapon_Accuracy,avg10_t2_Weapon_Accuracy,avg10_t1_Environmental_Deaths,avg10_t2_Environmental_Deaths,avg10_t1_Solo_Kills,avg10_t2_Solo_Kills,avg10_t1_Turrets_Destroyed,avg10_t2_Turrets_Destroyed,avg10_t1_Teleporter_Pads_Destroyed,avg10_t2_Teleporter_Pads_Destroyed,avg10_t1_Recon_Assists,avg10_t2_Recon_Assists,t1_pagerank_before,t2_pagerank_before,t1_officialwin_before,t2_officialwin_before,t1_playerrank_before,t2_playerrank_before
4,30995,Paris Eternal,London Spitfire,1,62846.00782,57140.174,65.97125235,44.72668,348.6156151,402.2893732,23721.02931,25998.3377,39376.7804,35302.44011,38480.22036,30844.21,34135.74009,36297.67447,35.53869321,34.03116956,98.03777438,68.84019443,30.84104986,23.72458678,38480.22036,30844.21,2.246698996,1.166782956,48.4061511,27.6138633,524.7972431,442.4406099,34.72171176,25.08583356,3263.432513,3261.630231,2912.736675,3017.243058,486.961656,509.5462161,571.5543183,476.879182,600,600,30.10395832,29.39293554,23.89670751,26.64154417,286.9533164,307.1698712,34.92595712,22.16887617,1.22547218,0.388927652,20045.24172,19881.83609,8.986795985,8.750872173,1.021226817,2.916957391,0.177405428,0.670605558,4303.65405,13747.23126,1.348462896,1.211600395,0.408490727,0.97231913,2.655189723,4.083740348,4.697643356,0,0.816981453,0,0.204245363,0.583391478,0,0,0,0,1500,1500
6,30997,Vancouver Titans,Los Angeles Valiant,1,57989.8338,61878.07245,72.50783125,68.38740534,420.5342473,312.4535519,19451.71509,25733.23723,25139.0782,26617.77139,38167.16761,35012.33655,37869.94096,35596.50978,32.28582536,35.31218827,110.2046888,104.3387282,36.97538658,35.15240462,38167.16761,35012.33655,3.607354789,1.118485601,38.77906398,30.83824587,415.4785432,388.5881141,26.87479318,30.3588949,3280.204784,3242.413639,2916.804177,2907.853172,534.8786258,374.267965,573.8645099,565.8530673,600,600,30.5967283,32.32823951,29.03920605,32.11651513,357.2357622,452.1554901,34.45023823,27.96214004,0.721470958,0.798918287,21295.39655,18108.67938,15.15089011,21.7305774,2.164412873,1.917403888,0.601787383,0.253040452,19349.67072,13453.3046,1.547752102,1.064442091,0.901838697,0.479350972,2.885883831,4.314158748,0,0,0,0,0,1.278269259,0,0,0,0,1500,1500
12,31005,Washington Justice,Houston Outlaws,1,67847.29301,49950.842,51.12883564,42.25234602,377.502267,355.8919991,34531.58395,21431.12553,34313.56061,33485.85732,32048.96653,28431.91549,33889.27227,40692.80583,31.47618944,40.15471182,79.08991762,60.83139178,27.64152677,18.57904577,32048.96653,28431.91549,0.639110445,0,28.1208596,20.37701794,421.6917952,482.7738216,25.72419543,15.58242548,3291.581866,3205.887261,2948.698141,2861.876139,383.9713577,584.229023,535.5675388,632.4885714,600,600,31.51747802,27.92956274,28.60019243,27.86856865,292.5367616,233.0947965,19.49286859,23.67330025,0.319555223,0,18787.47802,18639.91269,12.46265369,12.5858052,2.39666417,1.498310142,0.387339664,0.674239564,11088.24667,12311.9141,1.129479721,1.503220371,0.319555223,0.299662028,2.875997005,0.299662028,0.319555223,0,0,0,1.437998502,0,0,0,0,0,1500,1289.614227
13,31006,Philadelphia Fusion,Florida Mayhem,1,60172.13618,64960.30993,56.08194159,73.71685901,331.6842711,732.7215671,25863.49226,24243.58013,38006.62716,29544.71321,33762.39018,40581.9559,32113.28208,28567.09035,28.1208596,19.17836982,87.55813103,113.5719088,31.15663422,39.85504979,33762.39018,40581.9559,1.757553725,0,40.42373567,45.54862833,508.7437534,470.1217908,30.19796855,25.47127242,3309.408575,3409.322724,2780.536674,2706.202011,390.0580801,524.4836462,697.2864529,744.6712502,600,600,28.31309613,29.93214763,22.68842081,29.66654082,353.327373,332.3251907,27.00241632,40.15471182,0.319555223,0,19591.36553,17566.46832,9.906211905,15.88208751,1.917331336,0.299662028,0.367795771,0.027242003,6792.785369,16483.20954,1.163655604,1.422580892,0.479332834,0.599324057,2.556441782,3.595944342,0,0,0,0,0.958665668,1.198648114,0,0,0,0,1500,1289.614227
14,31010,Philadelphia Fusion,New York Excelsior,1,66400.88825,65526.26932,57.0038781,69.07901942,447.2353584,539.0650011,31657.147,30091.24414,35368.77182,32312.78574,33898.33721,34486.60832,30872.27507,31262.01708,24.68437833,24.01267417,87.79256657,103.8269535,30.3759597,34.55347027,33898.33721,34486.60832,1.637630329,2.194288287,43.23042299,40.42811864,556.5181202,490.44139,32.552614,34.52587717,3347.325478,3351.784581,2823.247425,3135.011697,426.8320684,529.8094719,662.364768,371.7425078,600,600,28.90407273,31.17803011,24.87709723,26.49931426,344.2273146,647.9334935,24.631059,28.60918309,0.412728767,0.194463826,19311.65986,18720.47309,10.51803137,16.67921908,1.97047029,4.846815007,0.301941758,0.911555699,8108.493285,13372.11334,1.214734025,1.581782465,0.492617573,0.388927652,3.681256868,2.722165534,1.644182511,0,0.379426733,0,1.491137456,0.486159565,0.5,0.5,0.088477517,0.033333405,1466.591203,1500
15,31011,Houston Outlaws,Boston Uprising,0,50221.07562,26509.24331,38.83896251,22.30093711,333.3281878,208.4937984,21414.07308,10742.8995,31670.35631,16648.13392,28602.87403,15682.31266,38934.011,16511.29472,41.20149746,18.1767912,59.01857079,34.06239024,20.17960828,11.76145313,28602.87403,15682.31266,0.262411696,0,23.57150548,17.10756819,484.6827096,230.2402277,17.89406305,11.15046855,3190.833066,1625.993603,2776.378113,1487.370667,536.5213808,307.3475659,733.3894127,259.1937184,600,300,27.34188886,13.9763546,24.95557557,9.317514818,325.5898584,177.56996,19.31538347,11.76145313,0,0,18380.18446,8785.075865,11.93475407,4.887876626,2.323625249,0.763730723,0.680441751,0.239889778,11427.28321,2672.599291,1.430546532,1.020444159,0.412242711,0,1.1994778,0.458238434,0,0,0,0,0.262411696,0.763730723,0,0,0,0,1198.799574,750
16,31012,Washington Justice,Paris Eternal,0,63506.54871,64004.74641,61.38361436,83.38399017,436.4513754,380.6109732,28094.11478,25245.14724,30366.41642,37180.48189,34578.10696,38331.49412,31387.6512,32121.95333,26.75938596,31.18181444,96.48829691,118.9262953,34.68249324,33.98121275,34578.10696,38331.49412,1.106790312,3.155541595,42.53209885,58.88582067,522.8973678,510.4265905,31.624534,43.77935314,3332.009707,3298.629867,2906.532846,2930.604389,406.829428,491.2988964,571.1852312,546.9633012,600,600,32.26880935,29.86619326,29.5199746,23.73506791,340.8709401,323.8099993,25.09751853,41.30736583,0.422189308,1.561092402,17985.74065,19380.88071,15.94055961,9.641617971,2.641596415,1.865408139,0.361212137,0.288707501,11062.64131,4009.386081,1.319982224,1.291034921,0.29098346,1.559040094,3.930909617,2.411430646,0.815806852,2.348821678,0.131205848,0.408490727,1.768646036,0.644040574,0,0,0,0,1303.992461,1441.765553
17,31016,New York Excelsior,Houston Outlaws,1,61135.0223,51112.67899,58.61863257,41.49042545,476.5802273,350.2996692,26938.421,21728.26945,32711.38846,31075.55318,33523.91154,29108.1666,32768.83527,37143.73674,27.60779064,38.59754138,89.17159761,63.79952833,30.2852351,21.98996663,33523.91154,29108.1666,1.462858858,0.613753462,32.75174969,26.48518512,469.6321372,462.5290974,29.57640272,18.9902647,3322.85033,3219.039017,3099.38816,2828.620969,521.1241808,528.9456643,400.5930474,684.765432,600,600,31.18911492,28.53781984,27.12519608,25.29362092,612.1696232,328.3084589,24.11297865,20.25694789,0.267729946,0.319136241,18816.15243,18110.33821,14.77879536,12.66376227,4.266865469,2.346924102,0.859713296,0.595817306,12755.85026,11671.25896,1.551618496,1.387848928,0.604503589,0.833316895,2.505213998,1.637384499,0,0,0,0,0.324106377,0.174941131,1,0,0.071121703,0.006666667,1465.209693,1283.519533
18,31017,Toronto Defiant,Philadelphia Fusion,0,75621.99604,193753.1995,75.77502978,174.6971664,406.9598199,1437.413605,39376.78041,88411.65144,30925.71895,101193.1533,34110.34093,103474.8592,38860.91069,93474.26644,32.88350349,71.73891468,111.1094776,270.8654358,35.13020249,94.51428753,34110.34093,103474.8592,1.83820827,5.553702678,56.37172027,115.8734611,591.4541492,1649.259508,37.37690148,96.5891541,3283.875431,10079.93411,2948.502694,8468.56017,453.5698,1309.171376,535.9410744,1984.478955,600,1800,33.06478887,89.07802954,28.18586014,78.95967853,301.2701444,1084.548254,31.86227668,73.08219367,0.204245363,1.653981905,21951.73081,58438.33924,18.3820827,37.39941907,0.816981453,5.805120415,0.103338428,0.882441957,15331.26971,29234.76149,1.183242912,3.93463984,2.042453633,1.606628423,1.429717543,11.09087341,5.310379446,3.288365021,1.021226817,0.758853466,1.429717543,3.189406005,0,3,0,0.365567133,1500,4328.811485
19,31018,Washington Justice,London Spitfire,0,61855.47498,41202.14982,59.83485505,35.86305184,426.6760469,242.967515,25866.87183,20327.50703,29406.36187,22420.58245,35338.19784,20305.11593,32428.30451,24855.85932,29.26585978,24.34975261,94.00756375,52.84253521,33.82558095,15.94664433,35338.19784,20305.11593,1.328874129,1.563083086,39.7810017,22.75256841,475.3876118,295.7904902,28.83187185,17.2132701,3305.28754,2159.930977,2899.276844,2037.585666,423.1435222,360.8839974,577.4206884,296.7792962,600,400,32.49354098,18.98632893,30.05556079,16.10608662,346.8030737,190.9206076,25.79389247,17.68606535,0.347127752,1.032839038,17949.00738,13340.51173,15.42081932,7.884538072,2.417746411,1.514237023,0.331080564,0.299554224,11579.17323,8839.627062,1.315472022,0.782755071,0.52233004,0.956343918,4.065307107,1.451566431,0.609539448,3.161187706,0.087470565,0.451598244,1.901447705,0.194463826,0.333333333,0,0.012241055,0,1314.541209,961.1770356
20,31023,New York Excelsior,Florida Mayhem,1,58885.48157,30906.25833,62.43202358,26.39717615,472.9216324,273.6612668,24210.77263,12923.22864,30643.99593,17967.68443,34070.96375,17513.48531,31863.85269,15663.36693,26.50806532,12.38312712,96.24360395,41.60967507,33.61078291,15.14926113,34070.96375,17513.48531,1.167902952,0.189713367,35.036116,17.26827145,472.0690796,217.5081934,30.17804746,9.719420916,3333.158579,1676.611507,3004.437982,1391.935536,511.5259775,251.1239046,502.1607493,334.1219199,600,300,30.75081971,14.50534649,26.71218987,13.42422515,635.9942588,133.2853783,26.0097206,15.09770106,0.200797459,0.063237789,18254.98801,9233.381263,15.61266029,5.361753233,4.261531237,0.264628874,0.798568746,0.046286211,12459.29553,6356.953837,1.520622644,0.698720412,0.877930546,0.339544381,3.011051443,1.468126185,0.212276427,1.580944722,0.070758809,0.316188944,0.243079783,0.552613184,1.25,0.25,0.072440656,0.013616558,1407.256297,680.6991584
